Entity,Code,Date,"Government Response Stringency Index ((0 to 100, 100 = strictest))"
Afghanistan,AFG,10-May-20,84.26
Afghanistan,AFG,11-May-20,84.26
Afghanistan,AFG,12-May-20,84.26
Afghanistan,AFG,13-May-20,84.26
Afghanistan,AFG,14-May-20,84.26
Afghanistan,AFG,15-May-20,84.26
Afghanistan,AFG,16-May-20,84.26
Afghanistan,AFG,17-May-20,84.26
Afghanistan,AFG,18-May-20,84.26
Afghanistan,AFG,19-May-20,84.26
Afghanistan,AFG,20-May-20,84.26
Afghanistan,AFG,21-May-20,84.26
Afghanistan,AFG,22-May-20,84.26
Afghanistan,AFG,23-May-20,84.26
Afghanistan,AFG,24-May-20,84.26
Afghanistan,AFG,25-May-20,84.26
Afghanistan,AFG,26-May-20,84.26
Afghanistan,AFG,27-May-20,84.26
Afghanistan,AFG,28-May-20,84.26
Afghanistan,AFG,29-May-20,84.26
Afghanistan,AFG,30-May-20,84.26
Afghanistan,AFG,31-May-20,84.26
Afghanistan,AFG,1-Jun-20,84.26
Afghanistan,AFG,2-Jun-20,84.26
Afghanistan,AFG,3-Jun-20,84.26
Afghanistan,AFG,4-Jun-20,84.26
Afghanistan,AFG,5-Jun-20,84.26
Afghanistan,AFG,6-Jun-20,84.26
Afghanistan,AFG,7-Jun-20,84.26
Afghanistan,AFG,8-Jun-20,84.26
Afghanistan,AFG,9-Jun-20,78.7
Afghanistan,AFG,10-Jun-20,78.7
Afghanistan,AFG,11-Jun-20,78.7
Afghanistan,AFG,12-Jun-20,78.7
Afghanistan,AFG,13-Jun-20,78.7
Afghanistan,AFG,14-Jun-20,78.7
Afghanistan,AFG,15-Jun-20,78.7
Afghanistan,AFG,16-Jun-20,78.7
Afghanistan,AFG,17-Jun-20,78.7
Afghanistan,AFG,18-Jun-20,78.7
Afghanistan,AFG,19-Jun-20,78.7
Afghanistan,AFG,20-Jun-20,78.7
Afghanistan,AFG,21-Jun-20,78.7
Afghanistan,AFG,22-Jun-20,78.7
Afghanistan,AFG,23-Jun-20,78.7
Afghanistan,AFG,24-Jun-20,78.7
Afghanistan,AFG,25-Jun-20,78.7
Afghanistan,AFG,26-Jun-20,78.7
Afghanistan,AFG,27-Jun-20,78.7
Afghanistan,AFG,28-Jun-20,78.7
Afghanistan,AFG,29-Jun-20,78.7
Afghanistan,AFG,30-Jun-20,78.7
Afghanistan,AFG,1-Jul-20,78.7
Afghanistan,AFG,2-Jul-20,78.7
Afghanistan,AFG,3-Jul-20,78.7
Afghanistan,AFG,4-Jul-20,78.7
Afghanistan,AFG,5-Jul-20,78.7
Afghanistan,AFG,6-Jul-20,78.7
Afghanistan,AFG,7-Jul-20,78.7
Afghanistan,AFG,8-Jul-20,78.7
Afghanistan,AFG,9-Jul-20,78.7
Afghanistan,AFG,10-Jul-20,78.7
Afghanistan,AFG,11-Jul-20,78.7
Afghanistan,AFG,12-Jul-20,78.7
Afghanistan,AFG,13-Jul-20,78.7
Afghanistan,AFG,14-Jul-20,78.7
Afghanistan,AFG,15-Jul-20,78.7
Afghanistan,AFG,16-Jul-20,78.7
Afghanistan,AFG,17-Jul-20,78.7
Afghanistan,AFG,18-Jul-20,78.7
Afghanistan,AFG,19-Jul-20,78.7
Afghanistan,AFG,20-Jul-20,78.7
Afghanistan,AFG,21-Jul-20,78.7
Afghanistan,AFG,22-Jul-20,78.7
Afghanistan,AFG,23-Jul-20,78.7
Afghanistan,AFG,24-Jul-20,78.7
Afghanistan,AFG,25-Jul-20,78.7
Afghanistan,AFG,26-Jul-20,78.7
Afghanistan,AFG,27-Jul-20,78.7
Afghanistan,AFG,28-Jul-20,78.7
Afghanistan,AFG,29-Jul-20,78.7
Afghanistan,AFG,30-Jul-20,78.7
Afghanistan,AFG,31-Jul-20,78.7
Afghanistan,AFG,1-Aug-20,78.7
Afghanistan,AFG,2-Aug-20,78.7
Afghanistan,AFG,3-Aug-20,78.7
Albania,ALB,1-Jan-20,0
Albania,ALB,2-Jan-20,0
Albania,ALB,3-Jan-20,0
Albania,ALB,4-Jan-20,0
Albania,ALB,5-Jan-20,0
Albania,ALB,6-Jan-20,0
Albania,ALB,7-Jan-20,0
Albania,ALB,8-Jan-20,0
Albania,ALB,9-Jan-20,0
Albania,ALB,10-Jan-20,0
Albania,ALB,11-Jan-20,0
Albania,ALB,12-Jan-20,0
Albania,ALB,13-Jan-20,0
Albania,ALB,14-Jan-20,0
Albania,ALB,15-Jan-20,0
Albania,ALB,16-Jan-20,0
Albania,ALB,17-Jan-20,0
Albania,ALB,18-Jan-20,0
Albania,ALB,19-Jan-20,0
Albania,ALB,20-Jan-20,0
Albania,ALB,21-Jan-20,0
Albania,ALB,22-Jan-20,0
Albania,ALB,23-Jan-20,0
Albania,ALB,24-Jan-20,0
Albania,ALB,25-Jan-20,0
Albania,ALB,26-Jan-20,0
Albania,ALB,27-Jan-20,0
Albania,ALB,28-Jan-20,0
Albania,ALB,29-Jan-20,0
Albania,ALB,30-Jan-20,0
Albania,ALB,31-Jan-20,0
Albania,ALB,1-Feb-20,0
Albania,ALB,2-Feb-20,0
Albania,ALB,3-Feb-20,0
Albania,ALB,4-Feb-20,0
Albania,ALB,5-Feb-20,0
Albania,ALB,6-Feb-20,0
Albania,ALB,7-Feb-20,0
Albania,ALB,8-Feb-20,0
Albania,ALB,9-Feb-20,0
Albania,ALB,10-Feb-20,0
Albania,ALB,11-Feb-20,0
Albania,ALB,12-Feb-20,0
Albania,ALB,13-Feb-20,0
Albania,ALB,14-Feb-20,5.56
Albania,ALB,15-Feb-20,5.56
Albania,ALB,16-Feb-20,5.56
Albania,ALB,17-Feb-20,5.56
Albania,ALB,18-Feb-20,5.56
Albania,ALB,19-Feb-20,5.56
Albania,ALB,20-Feb-20,5.56
Albania,ALB,21-Feb-20,5.56
Albania,ALB,22-Feb-20,5.56
Albania,ALB,23-Feb-20,5.56
Albania,ALB,24-Feb-20,5.56
Albania,ALB,25-Feb-20,8.33
Albania,ALB,26-Feb-20,8.33
Albania,ALB,27-Feb-20,8.33
Albania,ALB,28-Feb-20,8.33
Albania,ALB,29-Feb-20,8.33
Albania,ALB,1-Mar-20,8.33
Albania,ALB,2-Mar-20,8.33
Albania,ALB,3-Mar-20,8.33
Albania,ALB,4-Mar-20,8.33
Albania,ALB,5-Mar-20,8.33
Albania,ALB,6-Mar-20,8.33
Albania,ALB,7-Mar-20,8.33
Albania,ALB,8-Mar-20,8.33
Albania,ALB,9-Mar-20,36.11
Albania,ALB,10-Mar-20,41.67
Albania,ALB,11-Mar-20,51.85
Albania,ALB,12-Mar-20,51.85
Albania,ALB,13-Mar-20,78.7
Albania,ALB,14-Mar-20,78.7
Albania,ALB,15-Mar-20,81.48
Albania,ALB,16-Mar-20,81.48
Albania,ALB,17-Mar-20,81.48
Albania,ALB,18-Mar-20,81.48
Albania,ALB,19-Mar-20,81.48
Albania,ALB,20-Mar-20,81.48
Albania,ALB,21-Mar-20,81.48
Albania,ALB,22-Mar-20,81.48
Albania,ALB,23-Mar-20,84.26
Albania,ALB,24-Mar-20,84.26
Albania,ALB,25-Mar-20,84.26
Albania,ALB,26-Mar-20,84.26
Albania,ALB,27-Mar-20,84.26
Albania,ALB,28-Mar-20,84.26
Albania,ALB,29-Mar-20,84.26
Albania,ALB,30-Mar-20,84.26
Albania,ALB,31-Mar-20,84.26
Albania,ALB,1-Apr-20,84.26
Albania,ALB,2-Apr-20,84.26
Albania,ALB,3-Apr-20,84.26
Albania,ALB,4-Apr-20,84.26
Albania,ALB,5-Apr-20,84.26
Albania,ALB,6-Apr-20,84.26
Albania,ALB,7-Apr-20,84.26
Albania,ALB,8-Apr-20,84.26
Albania,ALB,9-Apr-20,84.26
Albania,ALB,10-Apr-20,84.26
Albania,ALB,11-Apr-20,84.26
Albania,ALB,12-Apr-20,84.26
Albania,ALB,13-Apr-20,84.26
Albania,ALB,14-Apr-20,84.26
Albania,ALB,15-Apr-20,84.26
Albania,ALB,16-Apr-20,84.26
Albania,ALB,17-Apr-20,84.26
Albania,ALB,18-Apr-20,89.81
Albania,ALB,19-Apr-20,89.81
Albania,ALB,20-Apr-20,89.81
Albania,ALB,21-Apr-20,89.81
Albania,ALB,22-Apr-20,89.81
Albania,ALB,23-Apr-20,89.81
Albania,ALB,24-Apr-20,89.81
Albania,ALB,25-Apr-20,89.81
Albania,ALB,26-Apr-20,89.81
Albania,ALB,27-Apr-20,89.81
Albania,ALB,28-Apr-20,89.81
Albania,ALB,29-Apr-20,89.81
Albania,ALB,30-Apr-20,89.81
Albania,ALB,1-May-20,89.81
Albania,ALB,2-May-20,89.81
Albania,ALB,3-May-20,89.81
Albania,ALB,4-May-20,89.81
Albania,ALB,5-May-20,89.81
Albania,ALB,6-May-20,89.81
Albania,ALB,7-May-20,89.81
Albania,ALB,8-May-20,89.81
Albania,ALB,9-May-20,89.81
Albania,ALB,10-May-20,89.81
Albania,ALB,11-May-20,89.81
Albania,ALB,12-May-20,89.81
Albania,ALB,13-May-20,89.81
Albania,ALB,14-May-20,89.81
Albania,ALB,15-May-20,89.81
Albania,ALB,16-May-20,89.81
Albania,ALB,17-May-20,89.81
Albania,ALB,18-May-20,83.33
Albania,ALB,19-May-20,83.33
Albania,ALB,20-May-20,83.33
Albania,ALB,21-May-20,83.33
Albania,ALB,22-May-20,83.33
Albania,ALB,23-May-20,83.33
Albania,ALB,24-May-20,83.33
Albania,ALB,25-May-20,83.33
Albania,ALB,26-May-20,86.11
Albania,ALB,27-May-20,86.11
Albania,ALB,28-May-20,86.11
Albania,ALB,29-May-20,86.11
Albania,ALB,30-May-20,86.11
Albania,ALB,31-May-20,86.11
Albania,ALB,1-Jun-20,67.59
Albania,ALB,2-Jun-20,67.59
Albania,ALB,3-Jun-20,67.59
Albania,ALB,4-Jun-20,67.59
Albania,ALB,5-Jun-20,67.59
Albania,ALB,6-Jun-20,67.59
Albania,ALB,7-Jun-20,67.59
Albania,ALB,8-Jun-20,67.59
Albania,ALB,9-Jun-20,67.59
Albania,ALB,10-Jun-20,67.59
Albania,ALB,11-Jun-20,67.59
Albania,ALB,12-Jun-20,67.59
Albania,ALB,13-Jun-20,67.59
Albania,ALB,14-Jun-20,67.59
Albania,ALB,15-Jun-20,67.59
Albania,ALB,16-Jun-20,67.59
Albania,ALB,17-Jun-20,67.59
Albania,ALB,18-Jun-20,67.59
Albania,ALB,19-Jun-20,67.59
Albania,ALB,20-Jun-20,67.59
Albania,ALB,21-Jun-20,67.59
Albania,ALB,22-Jun-20,64.81
Albania,ALB,23-Jun-20,64.81
Albania,ALB,24-Jun-20,64.81
Albania,ALB,25-Jun-20,64.81
Albania,ALB,26-Jun-20,64.81
Albania,ALB,27-Jun-20,64.81
Albania,ALB,28-Jun-20,64.81
Albania,ALB,29-Jun-20,64.81
Albania,ALB,30-Jun-20,64.81
Albania,ALB,1-Jul-20,64.81
Albania,ALB,2-Jul-20,64.81
Albania,ALB,3-Jul-20,64.81
Albania,ALB,4-Jul-20,64.81
Albania,ALB,5-Jul-20,64.81
Albania,ALB,6-Jul-20,59.26
Albania,ALB,7-Jul-20,59.26
Albania,ALB,8-Jul-20,59.26
Albania,ALB,9-Jul-20,59.26
Albania,ALB,10-Jul-20,59.26
Albania,ALB,11-Jul-20,59.26
Albania,ALB,12-Jul-20,59.26
Albania,ALB,13-Jul-20,59.26
Albania,ALB,14-Jul-20,59.26
Albania,ALB,15-Jul-20,59.26
Albania,ALB,16-Jul-20,59.26
Albania,ALB,17-Jul-20,59.26
Albania,ALB,18-Jul-20,59.26
Albania,ALB,19-Jul-20,59.26
Albania,ALB,20-Jul-20,59.26
Albania,ALB,21-Jul-20,59.26
Albania,ALB,22-Jul-20,59.26
Albania,ALB,23-Jul-20,59.26
Albania,ALB,24-Jul-20,59.26
Albania,ALB,25-Jul-20,59.26
Albania,ALB,26-Jul-20,59.26
Albania,ALB,27-Jul-20,59.26
Albania,ALB,28-Jul-20,59.26
Albania,ALB,29-Jul-20,59.26
Albania,ALB,30-Jul-20,59.26
Albania,ALB,31-Jul-20,59.26
Albania,ALB,1-Aug-20,59.26
Albania,ALB,2-Aug-20,59.26
Albania,ALB,3-Aug-20,59.26
Albania,ALB,4-Aug-20,59.26
Albania,ALB,5-Aug-20,59.26
Albania,ALB,6-Aug-20,59.26
Algeria,DZA,1-Jan-20,0
Algeria,DZA,2-Jan-20,0
Algeria,DZA,3-Jan-20,0
Algeria,DZA,4-Jan-20,0
Algeria,DZA,5-Jan-20,0
Algeria,DZA,6-Jan-20,0
Algeria,DZA,7-Jan-20,0
Algeria,DZA,8-Jan-20,0
Algeria,DZA,9-Jan-20,0
Algeria,DZA,10-Jan-20,0
Algeria,DZA,11-Jan-20,0
Algeria,DZA,12-Jan-20,0
Algeria,DZA,13-Jan-20,0
Algeria,DZA,14-Jan-20,0
Algeria,DZA,15-Jan-20,0
Algeria,DZA,16-Jan-20,0
Algeria,DZA,17-Jan-20,0
Algeria,DZA,18-Jan-20,0
Algeria,DZA,19-Jan-20,0
Algeria,DZA,20-Jan-20,0
Algeria,DZA,21-Jan-20,0
Algeria,DZA,22-Jan-20,0
Algeria,DZA,23-Jan-20,0
Algeria,DZA,24-Jan-20,0
Algeria,DZA,25-Jan-20,0
Algeria,DZA,26-Jan-20,0
Algeria,DZA,27-Jan-20,0
Algeria,DZA,28-Jan-20,0
Algeria,DZA,29-Jan-20,0
Algeria,DZA,30-Jan-20,0
Algeria,DZA,31-Jan-20,0
Algeria,DZA,1-Feb-20,0
Algeria,DZA,2-Feb-20,0
Algeria,DZA,3-Feb-20,0
Algeria,DZA,4-Feb-20,0
Algeria,DZA,5-Feb-20,0
Algeria,DZA,6-Feb-20,0
Algeria,DZA,7-Feb-20,0
Algeria,DZA,8-Feb-20,0
Algeria,DZA,9-Feb-20,0
Algeria,DZA,10-Feb-20,0
Algeria,DZA,11-Feb-20,0
Algeria,DZA,12-Feb-20,0
Algeria,DZA,13-Feb-20,0
Algeria,DZA,14-Feb-20,0
Algeria,DZA,15-Feb-20,0
Algeria,DZA,16-Feb-20,0
Algeria,DZA,17-Feb-20,0
Algeria,DZA,18-Feb-20,0
Algeria,DZA,19-Feb-20,0
Algeria,DZA,20-Feb-20,0
Algeria,DZA,21-Feb-20,0
Algeria,DZA,22-Feb-20,0
Algeria,DZA,23-Feb-20,0
Algeria,DZA,24-Feb-20,0
Algeria,DZA,25-Feb-20,0
Algeria,DZA,26-Feb-20,0
Algeria,DZA,27-Feb-20,0
Algeria,DZA,28-Feb-20,0
Algeria,DZA,29-Feb-20,0
Algeria,DZA,1-Mar-20,0
Algeria,DZA,2-Mar-20,0
Algeria,DZA,3-Mar-20,0
Algeria,DZA,4-Mar-20,0
Algeria,DZA,5-Mar-20,5.56
Algeria,DZA,6-Mar-20,5.56
Algeria,DZA,7-Mar-20,5.56
Algeria,DZA,8-Mar-20,5.56
Algeria,DZA,9-Mar-20,5.56
Algeria,DZA,10-Mar-20,16.67
Algeria,DZA,11-Mar-20,16.67
Algeria,DZA,12-Mar-20,30.56
Algeria,DZA,13-Mar-20,30.56
Algeria,DZA,14-Mar-20,36.11
Algeria,DZA,15-Mar-20,36.11
Algeria,DZA,16-Mar-20,36.11
Algeria,DZA,17-Mar-20,38.89
Algeria,DZA,18-Mar-20,38.89
Algeria,DZA,19-Mar-20,38.89
Algeria,DZA,20-Mar-20,38.89
Algeria,DZA,21-Mar-20,38.89
Algeria,DZA,22-Mar-20,38.89
Algeria,DZA,23-Mar-20,75
Algeria,DZA,24-Mar-20,75
Algeria,DZA,25-Mar-20,75
Algeria,DZA,26-Mar-20,75
Algeria,DZA,27-Mar-20,75
Algeria,DZA,28-Mar-20,75
Algeria,DZA,29-Mar-20,75
Algeria,DZA,30-Mar-20,86.57
Algeria,DZA,31-Mar-20,86.57
Algeria,DZA,1-Apr-20,86.57
Algeria,DZA,2-Apr-20,86.57
Algeria,DZA,3-Apr-20,86.57
Algeria,DZA,4-Apr-20,86.57
Algeria,DZA,5-Apr-20,86.57
Algeria,DZA,6-Apr-20,86.57
Algeria,DZA,7-Apr-20,86.57
Algeria,DZA,8-Apr-20,86.57
Algeria,DZA,9-Apr-20,86.57
Algeria,DZA,10-Apr-20,86.57
Algeria,DZA,11-Apr-20,86.57
Algeria,DZA,12-Apr-20,86.57
Algeria,DZA,13-Apr-20,86.57
Algeria,DZA,14-Apr-20,92.13
Algeria,DZA,15-Apr-20,92.13
Algeria,DZA,16-Apr-20,92.13
Algeria,DZA,17-Apr-20,92.13
Algeria,DZA,18-Apr-20,92.13
Algeria,DZA,19-Apr-20,92.13
Algeria,DZA,20-Apr-20,92.13
Algeria,DZA,21-Apr-20,92.13
Algeria,DZA,22-Apr-20,92.13
Algeria,DZA,23-Apr-20,92.13
Algeria,DZA,24-Apr-20,76.85
Algeria,DZA,25-Apr-20,76.85
Algeria,DZA,26-Apr-20,76.85
Algeria,DZA,27-Apr-20,76.85
Algeria,DZA,28-Apr-20,76.85
Algeria,DZA,29-Apr-20,76.85
Algeria,DZA,30-Apr-20,76.85
Algeria,DZA,1-May-20,76.85
Algeria,DZA,2-May-20,76.85
Algeria,DZA,3-May-20,76.85
Algeria,DZA,4-May-20,76.85
Algeria,DZA,5-May-20,76.85
Algeria,DZA,6-May-20,76.85
Algeria,DZA,7-May-20,76.85
Algeria,DZA,8-May-20,76.85
Algeria,DZA,9-May-20,76.85
Algeria,DZA,10-May-20,76.85
Algeria,DZA,11-May-20,76.85
Algeria,DZA,12-May-20,87.96
Algeria,DZA,13-May-20,87.96
Algeria,DZA,14-May-20,76.85
Algeria,DZA,15-May-20,76.85
Algeria,DZA,16-May-20,76.85
Algeria,DZA,17-May-20,76.85
Algeria,DZA,18-May-20,76.85
Algeria,DZA,19-May-20,76.85
Algeria,DZA,20-May-20,76.85
Algeria,DZA,21-May-20,76.85
Algeria,DZA,22-May-20,76.85
Algeria,DZA,23-May-20,76.85
Algeria,DZA,24-May-20,76.85
Algeria,DZA,25-May-20,76.85
Algeria,DZA,26-May-20,76.85
Algeria,DZA,27-May-20,76.85
Algeria,DZA,28-May-20,76.85
Algeria,DZA,29-May-20,76.85
Algeria,DZA,30-May-20,76.85
Algeria,DZA,31-May-20,76.85
Algeria,DZA,1-Jun-20,76.85
Algeria,DZA,2-Jun-20,76.85
Algeria,DZA,3-Jun-20,76.85
Algeria,DZA,4-Jun-20,76.85
Algeria,DZA,5-Jun-20,76.85
Algeria,DZA,6-Jun-20,76.85
Algeria,DZA,7-Jun-20,76.85
Algeria,DZA,8-Jun-20,76.85
Algeria,DZA,9-Jun-20,76.85
Algeria,DZA,10-Jun-20,76.85
Algeria,DZA,11-Jun-20,76.85
Algeria,DZA,12-Jun-20,76.85
Algeria,DZA,13-Jun-20,76.85
Algeria,DZA,14-Jun-20,65.74
Algeria,DZA,15-Jun-20,65.74
Algeria,DZA,16-Jun-20,65.74
Algeria,DZA,17-Jun-20,65.74
Algeria,DZA,18-Jun-20,65.74
Algeria,DZA,19-Jun-20,65.74
Algeria,DZA,20-Jun-20,65.74
Algeria,DZA,21-Jun-20,65.74
Algeria,DZA,22-Jun-20,65.74
Algeria,DZA,23-Jun-20,65.74
Algeria,DZA,24-Jun-20,65.74
Algeria,DZA,25-Jun-20,65.74
Algeria,DZA,26-Jun-20,65.74
Algeria,DZA,27-Jun-20,65.74
Algeria,DZA,28-Jun-20,65.74
Algeria,DZA,29-Jun-20,65.74
Algeria,DZA,30-Jun-20,65.74
Algeria,DZA,1-Jul-20,65.74
Algeria,DZA,2-Jul-20,65.74
Algeria,DZA,3-Jul-20,65.74
Algeria,DZA,4-Jul-20,65.74
Algeria,DZA,5-Jul-20,65.74
Algeria,DZA,6-Jul-20,65.74
Algeria,DZA,7-Jul-20,65.74
Algeria,DZA,8-Jul-20,65.74
Algeria,DZA,9-Jul-20,65.74
Algeria,DZA,10-Jul-20,74.07
Algeria,DZA,11-Jul-20,74.07
Algeria,DZA,12-Jul-20,74.07
Algeria,DZA,13-Jul-20,74.07
Algeria,DZA,14-Jul-20,74.07
Algeria,DZA,15-Jul-20,74.07
Algeria,DZA,16-Jul-20,74.07
Algeria,DZA,17-Jul-20,74.07
Algeria,DZA,18-Jul-20,74.07
Algeria,DZA,19-Jul-20,74.07
Algeria,DZA,20-Jul-20,74.07
Algeria,DZA,21-Jul-20,74.07
Algeria,DZA,22-Jul-20,74.07
Algeria,DZA,23-Jul-20,74.07
Algeria,DZA,24-Jul-20,74.07
Algeria,DZA,25-Jul-20,74.07
Algeria,DZA,26-Jul-20,74.07
Algeria,DZA,27-Jul-20,79.63
Algeria,DZA,28-Jul-20,79.63
Algeria,DZA,29-Jul-20,79.63
Algeria,DZA,30-Jul-20,79.63
Algeria,DZA,31-Jul-20,79.63
Algeria,DZA,1-Aug-20,79.63
Algeria,DZA,2-Aug-20,79.63
Algeria,DZA,3-Aug-20,79.63
Algeria,DZA,4-Aug-20,79.63
Algeria,DZA,5-Aug-20,79.63
Algeria,DZA,6-Aug-20,79.63
Algeria,DZA,7-Aug-20,79.63
Andorra,AND,1-Jan-20,0
Andorra,AND,2-Jan-20,0
Andorra,AND,3-Jan-20,0
Andorra,AND,4-Jan-20,0
Andorra,AND,5-Jan-20,0
Andorra,AND,6-Jan-20,0
Andorra,AND,7-Jan-20,0
Andorra,AND,8-Jan-20,0
Andorra,AND,9-Jan-20,0
Andorra,AND,10-Jan-20,0
Andorra,AND,11-Jan-20,0
Andorra,AND,12-Jan-20,0
Andorra,AND,13-Jan-20,0
Andorra,AND,14-Jan-20,0
Andorra,AND,15-Jan-20,0
Andorra,AND,16-Jan-20,0
Andorra,AND,17-Jan-20,0
Andorra,AND,18-Jan-20,0
Andorra,AND,19-Jan-20,0
Andorra,AND,20-Jan-20,0
Andorra,AND,21-Jan-20,0
Andorra,AND,22-Jan-20,0
Andorra,AND,23-Jan-20,0
Andorra,AND,24-Jan-20,0
Andorra,AND,25-Jan-20,0
Andorra,AND,26-Jan-20,0
